idSanremo,annoSanremo,periodoSanremo,sede,presentatore,partecipanti,vincitore,cantanteID,cantante,posizione,canzone,canzoneID,tipo,durata,popolarità,autori,urlAlbum,partecipazioni,vittorie,numero_autori,cantante_autore,Sesso
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,59,Sergio Bruni,5º,È mezzanotte,180,Non Solista,2.97855,57.0,"A. Testa,R. Cozzoli,G. Compare",https://i.scdn.co/image/ab67616d0000b273d5d0ce7489346daf125bd7ea,4,,3,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,11,Giorgio Consolini,6º,Il mare,181,Non Solista,4.16733333333333,20.0,"A. Pugliese,A. Vian",https://i.scdn.co/image/ab67616d0000b27333be3b8781386571a3261890,6,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,59,Sergio Bruni,6º,Il mare,181,Non Solista,4.16733333333333,20.0,"A. Pugliese,A. Vian",https://i.scdn.co/image/ab67616d0000b27333be3b8781386571a3261890,4,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,26,Jula de Palma,7º,Noi,182,Non Solista,4.53338333333333,55.0,"B. Pallesi,W. Malgoni",https://i.scdn.co/image/ab67616d0000b2733c29e91ff6eaef48d451b43f,5,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,56,Tony Dallara,7º,Noi,182,Non Solista,4.53338333333333,55.0,"B. Pallesi,W. Malgoni",https://i.scdn.co/image/ab67616d0000b2733c29e91ff6eaef48d451b43f,3,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,9,Teddy Reno,8º,È vero,183,Non Solista,3.77088333333333,39.0,"N. Salerno,U. Bindi",https://i.scdn.co/image/ab67616d0000b273d3e2c48b1843cde1bfd5a190,4,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,60,Mina,8º,È vero,183,Non Solista,3.77088333333333,39.0,"N. Salerno,U. Bindi",https://i.scdn.co/image/ab67616d0000b273d3e2c48b1843cde1bfd5a190,2,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,51,Fausto Cigliano,9º,Splende il sole,184,Non Solista,1.116,41.0,"Pinchi,Danpa",https://i.scdn.co/image/ab67616d0000b2730e19c4a25938fbe60d7442c2,5,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,61,Irene D'Areni,9º,Splende il sole,184,Non Solista,1.116,41.0,"Pinchi,Danpa",https://i.scdn.co/image/ab67616d0000b2730e19c4a25938fbe60d7442c2,1,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,45,Johnny Dorelli,10º,Notte mia,185,Non Solista,3.9851,2.0,"M. Zanfagna,M. De Martino",https://i.scdn.co/image/ab67616d0000b2738a3f51c60002b917113e7536,9,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,26,Jula de Palma,10º,Notte mia,185,Non Solista,3.9851,2.0,"M. Zanfagna,M. De Martino",https://i.scdn.co/image/ab67616d0000b2738a3f51c60002b917113e7536,5,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,7,Flo Sandon's,NF,A come amore,186,Non Solista,3.12666666666667,18.0,"B. Brighetti,B. Martino",https://i.scdn.co/image/ab67616d0000b27315a92e0869c4cdd428f541ce,6,,2,0,Gruppo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,38,Gloria Christian,NF,A come amore,186,Non Solista,3.12666666666667,18.0,"B. Brighetti,B. Martino",https://i.scdn.co/image/ab67616d0000b27315a92e0869c4cdd428f541ce,4,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,2,Achille Togliani,NF,Amore abisso dolce,187,Non Solista,3.77755,2.0,"G. C. Testoni,M. Gigante",https://i.scdn.co/image/ab67616d0000b273c4b0f703b16e219ce50c8c0b,7,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,11,Giorgio Consolini,NF,Amore abisso dolce,187,Non Solista,3.77755,2.0,"G. C. Testoni,M. Gigante",https://i.scdn.co/image/ab67616d0000b273c4b0f703b16e219ce50c8c0b,6,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,45,Johnny Dorelli,NF,Amore senza sole,188,Non Solista,2.149,0.0,"M. Panzeri,V. Mascheroni",https://i.scdn.co/image/ab67616d0000b2733f2fd13412fce18d93f59aed,9,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,52,Betty Curtis,NF,Amore senza sole,188,Non Solista,2.149,0.0,"M. Panzeri,V. Mascheroni",https://i.scdn.co/image/ab67616d0000b2733f2fd13412fce18d93f59aed,6,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,62,Germana Caroli,NF,Gridare di gioia,189,Non Solista,2.20443333333333,0.0,"A. Testa,G. Fanciulli",https://i.scdn.co/image/ab67616d0000b2738c36ac82a49d604bc97cd2fc,1,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,50,Arturo Testa,NF,Gridare di gioia,189,Non Solista,2.20443333333333,0.0,"A. Testa,G. Fanciulli",https://i.scdn.co/image/ab67616d0000b2738c36ac82a49d604bc97cd2fc,5,,2,1,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,5,Gino Latilla,NF,Invoco te,190,Non Solista,3.13821666666667,16.0,"G. C. Testoni,T. De Vita,G. Masetti",https://i.scdn.co/image/ab67616d0000b2737ec9b2ea17768ec3877949bc,8,,3,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,55,Miranda Martino,NF,Invoco te,190,Non Solista,3.13821666666667,16.0,"G. C. Testoni,T. De Vita,G. Masetti",https://i.scdn.co/image/ab67616d0000b2737ec9b2ea17768ec3877949bc,3,,3,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,60,Mina,NF,Non sei felice,191,Non Solista,2.51176666666667,4.0,"R. Vantellini,Pinchi",https://i.scdn.co/image/ab67616d0000b27328cf5a48557c38f4c4eecd8f,2,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,52,Betty Curtis,NF,Non sei felice,191,Non Solista,2.51176666666667,4.0,"R. Vantellini,Pinchi",https://i.scdn.co/image/ab67616d0000b27328cf5a48557c38f4c4eecd8f,6,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,32,Tonina Torrielli,NF,Perderti,192,Non Solista,3.83435,1.0,"Pinchi,P. E. Bassi",https://i.scdn.co/image/ab67616d0000b273bf771628d846f7e0b74936e5,8,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,50,Arturo Testa,NF,Perderti,192,Non Solista,3.83435,1.0,"Pinchi,P. E. Bassi",https://i.scdn.co/image/ab67616d0000b273bf771628d846f7e0b74936e5,5,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,2,Achille Togliani,NF,Perdoniamoci,193,Non Solista,2.682,25.0,"U. Bertini,E. Di Paola",https://i.scdn.co/image/ab67616d0000b27311d161283be0eedc907a41f2,7,,2,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,1,Nilla Pizzi,NF,Perdoniamoci,193,Non Solista,2.682,25.0,"U. Bertini,E. Di Paola",https://i.scdn.co/image/ab67616d0000b27311d161283be0eedc907a41f2,6,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,53,Wilma De Angelis,NF,Splende l'arcobaleno,194,Non Solista,3.36505,1.0,"M. Tumminelli,C. Di Ceglie",https://i.scdn.co/image/ab67616d0000b2739664f3b1f671ff5efcaba232,5,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,38,Gloria Christian,NF,Splende l'arcobaleno,194,Non Solista,3.36505,1.0,"M. Tumminelli,C. Di Ceglie",https://i.scdn.co/image/ab67616d0000b2739664f3b1f671ff5efcaba232,4,,2,0,Donna
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,5,Gino Latilla,NF,Vento pioggia... scarpe rotte,195,Non Solista,3.03355,0.0,"E. Taranto,C. Gori,A. Grasso",https://i.scdn.co/image/ab67616d0000b273337c88acc8d3be58b7a0be04,8,,3,0,Uomo
10,1960,28-30 gennaio,Casinò di Sanremo,Paolo Ferrari (attore),23,Tony Dallara,55,Miranda Martino,NF,Vento pioggia... scarpe rotte,195,Non Solista,3.03355,0.0,"E. Taranto,C. Gori,A. Grasso",https://i.scdn.co/image/ab67616d0000b273337c88acc8d3be58b7a0be04,3,,3,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,52,Betty Curtis,1º,Al di là,196,Non Solista,,,Mogol - Donida,,6,1.0,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,63,Luciano Tajoli,1º,Al di là,196,Non Solista,,,Mogol - Donida,,4,1.0,1,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,64,Adriano Celentano,2º,24mila baci,197,Non Solista,2.29755,46.0,"P. Vivarelli,L. Fulci,A. Celentano",https://i.scdn.co/image/ab67616d0000b273cca8e4f480faca1e75815237,5,,3,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,65,Little Tony,2º,24mila baci,197,Non Solista,2.29755,46.0,"P. Vivarelli,L. Fulci,A. Celentano",https://i.scdn.co/image/ab67616d0000b273cca8e4f480faca1e75815237,10,,3,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,66,Milva,3º,Il mare nel cassetto,198,Non Solista,2.98821666666667,24.0,Rolla - La Valle - Lattuada,https://i.scdn.co/image/ab67616d0000b2739181c5800d5accdafbaf4386,15,,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,5,Gino Latilla,3º,Il mare nel cassetto,198,Non Solista,2.98821666666667,24.0,Rolla - La Valle - Lattuada,https://i.scdn.co/image/ab67616d0000b2739181c5800d5accdafbaf4386,8,,1,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,60,Mina,4º,Io amo tu ami,199,Non Solista,3.43555,8.0,E. Bonagura - G. Redi,https://i.scdn.co/image/ab67616d0000b2737ec9b2ea17768ec3877949bc,2,,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,67,Nelly Fioramonti,4º,Io amo tu ami,199,Non Solista,3.43555,8.0,E. Bonagura - G. Redi,https://i.scdn.co/image/ab67616d0000b2737ec9b2ea17768ec3877949bc,2,,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,60,Mina,5º,Le mille bolle blu,200,Non Solista,3.8905,39.0,"V. Pallavicini,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b273a3b3b36e9ad6a98903572e7d,2,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,68,Jenny Luna,5º,Le mille bolle blu,200,Non Solista,3.8905,39.0,"V. Pallavicini,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b273a3b3b36e9ad6a98903572e7d,2,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,69,Pino Donaggio,6º,Come sinfonia,201,Non Solista,3.328,19.0,P. Donaggio,https://i.scdn.co/image/ab67616d0000b273bd0a9aba967222418257cd73,10,,1,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,9,Teddy Reno,6º,Come sinfonia,201,Non Solista,3.328,19.0,P. Donaggio,https://i.scdn.co/image/ab67616d0000b273bd0a9aba967222418257cd73,4,,1,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,50,Arturo Testa,7º,Febbre di musica,202,Non Solista,3.3671,0.0,"Biri,V. Mascheroni",https://i.scdn.co/image/ab67616d0000b273337c88acc8d3be58b7a0be04,5,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,32,Tonina Torrielli,7º,Febbre di musica,202,Non Solista,3.3671,0.0,"Biri,V. Mascheroni",https://i.scdn.co/image/ab67616d0000b273337c88acc8d3be58b7a0be04,8,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,9,Teddy Reno,8º,Mandolino mandolino,203,Non Solista,3.89398333333333,0.0,"A. Vian,A. Pugliese",https://i.scdn.co/image/ab67616d0000b273a6699cef85137d025b6e8034,4,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,59,Sergio Bruni,8º,Mandolino mandolino,203,Non Solista,3.89398333333333,0.0,"A. Vian,A. Pugliese",https://i.scdn.co/image/ab67616d0000b273a6699cef85137d025b6e8034,4,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,59,Sergio Bruni,9º,Carolina dai,204,Non Solista,3.13488333333333,30.0,"D. Pace,M. Panzeri",https://i.scdn.co/image/ab67616d0000b273331a243054d857f3eac1434d,4,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,70,Rocco Granata,9º,Carolina dai,204,Non Solista,3.13488333333333,30.0,"D. Pace,M. Panzeri",https://i.scdn.co/image/ab67616d0000b273331a243054d857f3eac1434d,1,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,71,Gino Paoli,,Un uomo vivo,205,Non Solista,3.02333333333333,21.0,G. Paoli,https://i.scdn.co/image/ab67616d0000b273732342705698fda3b008afd2,5,,1,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,56,Tony Dallara,,Un uomo vivo,205,Non Solista,3.02333333333333,21.0,G. Paoli,https://i.scdn.co/image/ab67616d0000b273732342705698fda3b008afd2,3,,1,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,72,Umberto Bindi,11º,Non mi dire chi sei,206,Non Solista,3.38043333333333,8.0,G. Calabrese - U. Bindi,https://i.scdn.co/image/ab67616d0000b2739a249b8cfc73db7839a7836e,2,,1,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,55,Miranda Martino,11º,Non mi dire chi sei,206,Non Solista,3.38043333333333,8.0,G. Calabrese - U. Bindi,https://i.scdn.co/image/ab67616d0000b2739a249b8cfc73db7839a7836e,3,,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,58,Joe Sentieri,12º,Lei,207,Non Solista,3.37666666666667,67.0,R. Pazzaglia - J. Sentieri,https://i.scdn.co/image/ab67616d0000b273bd0d2c094bcf475a335fc176,4,,1,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,51,Fausto Cigliano,12º,Lei,207,Non Solista,3.37666666666667,67.0,R. Pazzaglia - J. Sentieri,https://i.scdn.co/image/ab67616d0000b273bd0d2c094bcf475a335fc176,5,,1,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,73,Bruno Martino,NF,A.A.A. adorabile cercasi,208,Non Solista,2.33751666666667,20.0,"B. Martino,B. Brighetti,V. Pallavicini",https://i.scdn.co/image/ab67616d0000b2737cf8dcf4682db971b8d452a0,1,,3,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,26,Jula de Palma,NF,A.A.A. adorabile cercasi,208,Non Solista,2.33751666666667,20.0,"B. Martino,B. Brighetti,V. Pallavicini",https://i.scdn.co/image/ab67616d0000b2737cf8dcf4682db971b8d452a0,5,,3,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,74,Giorgio Gaber,NF,Benzina e cerini,209,Non Solista,2.26821666666667,9.0,"G. Gaber,E. Jannacci[7]",https://i.scdn.co/image/ab67616d0000b2738974866d5d311bc2bd137d5b,4,,2,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,75,Maria Monti,NF,Benzina e cerini,209,Non Solista,2.26821666666667,9.0,"G. Gaber,E. Jannacci[7]",https://i.scdn.co/image/ab67616d0000b2738974866d5d311bc2bd137d5b,1,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,76,Luciano Rondinella,NF,Che freddo!,210,Non Solista,3.06043333333333,60.0,"C. Rossi,E. Vianello",https://i.scdn.co/image/ab67616d0000b27323737713dfbd9fb00a2e2ab3,1,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,77,Edoardo Vianello,NF,Che freddo!,210,Non Solista,3.06043333333333,60.0,"C. Rossi,E. Vianello",https://i.scdn.co/image/ab67616d0000b27323737713dfbd9fb00a2e2ab3,3,,2,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,55,Miranda Martino,NF,Lady Luna,211,Non Solista,2.90868333333333,32.0,"D. Verde,A. Trovajoli",https://i.scdn.co/image/ab67616d0000b273f7c5d75492361d278482a83c,3,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,78,Jimmy Fontana,NF,Lady Luna,211,Non Solista,2.90868333333333,32.0,"D. Verde,A. Trovajoli",https://i.scdn.co/image/ab67616d0000b273f7c5d75492361d278482a83c,3,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,58,Joe Sentieri,NF,Libellule,212,Non Solista,2.33333333333333,43.0,"A. Testa,G. Viezzoli",https://i.scdn.co/image/ab67616d0000b27356a5d87abb641631ed267acf,4,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,52,Betty Curtis,NF,Libellule,212,Non Solista,2.33333333333333,43.0,"A. Testa,G. Viezzoli",https://i.scdn.co/image/ab67616d0000b27356a5d87abb641631ed267acf,6,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,18,Claudio Villa,NF,Mare di dicembre,213,Non Solista,5.09333333333333,20.0,"L. Beretta,G. Libano",https://i.scdn.co/image/ab67616d0000b2731b2b707a2e537473e2ac4547,13,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,79,Sergio Renda,NF,Mare di dicembre,213,Non Solista,5.09333333333333,20.0,"L. Beretta,G. Libano",https://i.scdn.co/image/ab67616d0000b2731b2b707a2e537473e2ac4547,1,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,80,Aura D'Angelo,NF,Notturno senza luna,214,Non Solista,1.79678333333333,12.0,G. D'Anzi,https://i.scdn.co/image/ab67616d0000b273ad04b5af611ca7fb5af58ce2,3,,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,81,Silvia Guidi,NF,Notturno senza luna,214,Non Solista,1.79678333333333,12.0,G. D'Anzi,https://i.scdn.co/image/ab67616d0000b273ad04b5af611ca7fb5af58ce2,2,,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,82,Gianni Meccia,NF,Patatina,215,Non Solista,2.92933333333333,23.0,"G. Meccia,F. Migliacci",https://i.scdn.co/image/ab67616d0000b27356968ccb99a050b066dcdf0b,1,,2,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,53,Wilma De Angelis,NF,Patatina,215,Non Solista,2.92933333333333,23.0,"G. Meccia,F. Migliacci",https://i.scdn.co/image/ab67616d0000b27356968ccb99a050b066dcdf0b,5,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,83,Tony Renis,NF,Pozzanghere,216,Non Solista,3.6081,23.0,"Orfellius,L. Pellini,T. Renis,M. Treppiedi",https://i.scdn.co/image/ab67616d0000b27324b539123f0ef2bdac7b09ca,6,,4,1,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,84,Niki Davis,NF,Pozzanghere,216,Non Solista,3.6081,23.0,"Orfellius,L. Pellini,T. Renis,M. Treppiedi",https://i.scdn.co/image/ab67616d0000b27324b539123f0ef2bdac7b09ca,1,,4,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,85,Cocky Mazzetti,NF,Qualcuno mi ama,217,Non Solista,4.39488333333333,33.0,"P. Soffici,M. Darena",https://i.scdn.co/image/ab67616d0000b273d8da4e0a4cf3e1add8f2b7f2,4,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,2,Achille Togliani,NF,Qualcuno mi ama,217,Non Solista,4.39488333333333,33.0,"P. Soffici,M. Darena",https://i.scdn.co/image/ab67616d0000b273d8da4e0a4cf3e1add8f2b7f2,7,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,6,Carla Boni,NF,Tu con me,218,Non Solista,2.63333333333333,23.0,"A. Amurri,E. Ballotta",https://i.scdn.co/image/ab67616d0000b2737fa4ca628e60f29b278f9b55,5,,2,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,46,Aurelio Fierro,NF,Tu con me,218,Non Solista,2.63333333333333,23.0,"A. Amurri,E. Ballotta",https://i.scdn.co/image/ab67616d0000b2737fa4ca628e60f29b278f9b55,6,,2,0,Uomo
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,86,Nadia Liani,NF,Una goccia di cielo,219,Non Solista,3.19186666666667,0.0,G. Negri,https://i.scdn.co/image/ab67616d0000b273f6405070d877dd51e25d2f91,1,,1,0,Donna
11,1961,26 gennaio - 6 febbraio,Casinò di Sanremo,Lilli Lembo,42,Betty Curtis,87,Jolanda Rossin,NF,Una goccia di cielo,219,Non Solista,3.19186666666667,0.0,G. Negri,https://i.scdn.co/image/ab67616d0000b273f6405070d877dd51e25d2f91,2,,1,0,Donna
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,44,Domenico Modugno,1º,Addio...addio...,220,Non Solista,,,"F. Migliacci,D. Modugno",,11,4.0,2,1,Uomo
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,18,Claudio Villa,1º,Addio...addio...,220,Non Solista,,,"F. Migliacci,D. Modugno",,13,4.0,2,0,Uomo
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,59,Sergio Bruni,2º,Tango italiano,221,Non Solista,2.45926666666667,46.0,"B. Pallesi,W. Malgoni",https://i.scdn.co/image/ab67616d0000b273ea8e3a1a99cfd2ecc9e58f66,4,,2,0,Uomo
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,66,Milva,2º,Tango italiano,221,Non Solista,2.45926666666667,46.0,"B. Pallesi,W. Malgoni",https://i.scdn.co/image/ab67616d0000b273ea8e3a1a99cfd2ecc9e58f66,15,,2,0,Donna
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,59,Sergio Bruni,3º,Gondolì gondolà,222,Non Solista,2.65115,24.0,"Nisa,R. Carosone",https://i.scdn.co/image/ab67616d0000b273ca0597b557fe5b41f551114a,4,,2,0,Uomo
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,88,Ernesto Bonino,3º,Gondolì gondolà,222,Non Solista,2.65115,24.0,"Nisa,R. Carosone",https://i.scdn.co/image/ab67616d0000b273ca0597b557fe5b41f551114a,1,,2,0,Uomo
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,83,Tony Renis,4º,Quando quando quando,223,Non Solista,2.77376666666667,53.0,"A. Testa,T. Renis",https://i.scdn.co/image/ab67616d0000b273b93ffcffe8041c3265b34c35,6,,2,1,Uomo
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,89,Emilio Pericoli,4º,Quando quando quando,223,Non Solista,2.77376666666667,53.0,"A. Testa,T. Renis",https://i.scdn.co/image/ab67616d0000b273b93ffcffe8041c3265b34c35,3,,2,0,Uomo
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,66,Milva,5º,Stanotte al luna park,224,Non Solista,4.6241,2.0,"V. Pallavicini,Biri,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b27351c827bc6e5452289bbaf9e7,15,,3,0,Donna
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,90,Miriam Del Mare,5º,Stanotte al luna park,224,Non Solista,4.6241,2.0,"V. Pallavicini,Biri,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b27351c827bc6e5452289bbaf9e7,1,,3,0,Donna
12,1962,8-18 febbraio,Casinò di Sanremo,Renato Tagliani,45,Domenico Modugno,91,Gino Bramieri,6º,Lui andava a cavallo,225,Non Solista,2.46401666666667,2.0,"N. Salerno,N. Ravasini",https://i.scdn.co/image/ab67616d0000b2737afdce00b544277aa33b16c3,1,,2,0,Uomo
